# =============================================================================
# {All-in-One Deluxe Edition}-yuanze31
# =============================================================================

# =============================================================================
# =============================================================================
# =============================================================================
# =============================================================================
# =============================================================================

# June27th Update

# =============================================================================
# Codex
# =============================================================================

codex_viewchangelog	完整更新日志
objective_HelpCrookedGuards_child_2	警卫腐败
objective_HelpCrookedGuards_child_2_Description	某些警卫可能会因为与帮派成员接触过多而变得腐败，为帮派走私违禁品换取酬劳。线人可以指出可疑的警卫，而违禁品探测器和警犬也可以发现他们随身携带的违禁品。
objective_HelpGangIntelligence	帮派情报
objective_HelpGangIntelligence_Description	监狱中到处都在上演着不当行为，因此情报是保证设施安全的关键。帮派情报菜单可提供监狱内每个帮派的信息，列出每个帮派的成员数量、资金情况，以及入狱以来的不当行为总数。菜单还会显示帮派参与的任何计划或活动，以此展示每个帮派的危险水平。
objective_HelpSecurityOptions	安保选项
objective_HelpSecurityOptions_Description	“重点囚犯”名单将在新菜单中列出，其中所有囚犯都被认为对他人构成威胁或自身受到威胁。通过此菜单，你可以标记出需要给予额外关注的囚犯，方便在正常游戏过程中对其加强看管，也便于在其他游戏行为过程中重点关照；另外菜单中还会显示其他行动，如限制囚犯进入特定区域，将囚犯群体转移到特定的安全级别，甚至将问题囚犯转送其他监狱，尽管这样做需要支付巨额罚款。
objective_HelpPrograms_Description	为了帮助保护和管理囚犯，警卫现在可以接受新培训，经过训练后，警卫可轻松缴械囚犯。囚犯也有可参加的新计划。娱乐计划有助于囚犯完成改造，还能帮助囚犯平静下来，减轻身上的压力。改造计划有助于囚犯远离帮派活动，让他们以更加平静和建设性的方式度过自己的刑期。
objective_grant_positiveEnergyGrant	正能量
objective_grant_positiveEnergyGrant_Description	帮派成员需要把注意力（和精力）集中到锻炼而不是暴力上。研究表明，锻炼可以减少暴力行为。在院子里设置一些户外运动器材。
objective_grant_positiveEnergyGrant_bench	添置举重床
objective_grant_advancedProtectionGrant	高级保护
objective_grant_advancedProtectionGrant_Description	应付有组织的帮派时，员工保护至关重要，必须确保员工训练完备，能够在最大程度上保护自己的安全。
objective_grant_advancedProtectionGrant_training	成功培训 20 名警卫完成“缴械认证”。
objective_grant_gangWelfareGrant	帮派帮扶
objective_grant_gangWelfareGrant_Description	将帮派斗争转变为帮派帮扶是重中之重。帮派成员通过参与帮扶计划，有助于他们脱离帮派生活改过自新。
objective_grant_gangWelfareGrant_exGangMembers	成功将 15 名帮派成员改造为前帮派成员。
objective_grant_exGangProtectionGrant	前帮派成员保护计划
objective_grant_exGangProtectionGrant_Description	政府提议出资建立重点保护侧翼，以保护改造过程中的前帮派成员。
objective_grant_protectionCells	在重点保护区建造 10 间牢房
objective_grant_protectionShower	在重点保护区建造淋浴间
objective_grant_protectionCanteen	在重点保护区建造餐厅
objective_grant_protectionKitchen	在重点保护区建造厨房
objective_grant_protectionYard	在重点保护区建造庭院
objective_grant_protectionGuards	分配一名警卫至重点保护区
objective_grant_protectionExGang	将 1 名前帮派成员分配至重点保护安保级别
grant_category_adminHired	管理者已聘用：
reformprogram_TattooRemovalProgram	纹身去除计划
reformprogram_TattooRemovalProgram_text	如果囚犯后悔纹身，可以通过提供去除纹身的课程来帮助他们改造。完成计划将使他们成为目标囚犯。
reformprogram_HandToHandCombat	缴械认证
reformprogram_HandToHandCombat_text	遇强则强。训练警卫缴械囚犯所需的高级技能。
reformprogram_GangRehabilitation	帮派改造
reformprogram_GangRehabilitation_text	如果帮派成员在监狱里制造了过多的麻烦，尝试让他们完成此培训计划。这是他们与帮派断绝关系、翻开新篇章的第一步。完成计划将使他们成为目标囚犯。推荐类型：暴力和毁坏公物。
reform_program_intake_ReferralGangViolenceDestruction	移交：仅限暴力和毁坏公物的帮派。
reform_program_intake_GangOnly	仅限帮派
reformprogram_FaithProgram	信仰计划
reformprogram_FaithProgram_text	囚犯参与此集中计划后，更有可能主动放弃他们的不良生活方式，拥抱更好的生活。囚犯在完成计划后可能会与帮派断绝联系。
reformprogram_BreatheProgram	呼吸疗法
reformprogram_BreatheProgram_text	教你的囚犯如何呼吸和放松。每节课结束后，囚犯会感觉平静很多，他们甚至可能会考虑表现得更好。
reformprogram_FightClub	搏击俱乐部
reformprogram_FightClub_text	训练课程的目标时候引导囚犯在受控环境中发泄破坏性能量。课程结束后，囚犯可能会因为过于疲劳而无力参与斗殴。等等，第一条规则是什么来着？
reform_program_properties_TeacherUsesSameEquipment	教师需要*X
reform_program_properties_GangMemberCanAttend	帮派成员可参加
gang_vipers	毒蛇帮
gang_bonebreakers	碎骨帮
gang_jackals	豺狼帮
gang_red	红帮
gang_blue	蓝帮
gang_yellow	前帮派成员
objective_GangDemand	帮派需求
objective_GangDemand_description	胆大妄为的帮派头目会提出一系列要求，以改善监狱生活质量。如果不能满足他们的要求，可能会导致暴乱，确保监狱为此做好准备。
GangDemand_announcement	如果拒绝接受帮派成员提出的要求，他们将制造许多麻烦。
objective_Gang_ContrabandToolsPunishment_child	*G - 将找到工具的惩罚持续时间减少至 *X 小时。
objective_Gang_ContrabandToolsPunishment_Escalated_child	*G - 免去找到工具带来的惩罚
objective_Gang_MurderPunishment_child	*G - 将谋杀的惩罚减少至 *X 小时。
objective_Gang_MurderPunishment_Escalated_child	*G - 将谋杀的惩罚减少至 *X 小时。
objective_Gang_MoreYardTime_child	*G - 将制度庭院时间增加至 *X 小时。
objective_Gang_MoreYardTime_Escalated_child	*G - 将制度庭院时间增加至 *X 小时。
objective_Gang_PullUpBars_child	*G - 拥有 *X 个引体向上杆。
objective_Gang_PullUpBars_Escalated_child	*G - 拥有 *X 个引体向上杆。
objective_Gang_TyreApparatus_child	*G - 拥有 *X 轮胎设备。
objective_Gang_TyreApparatus_Escalated_child	*G - 拥有 *X 轮胎设备。
objective_Gang_PunchBag_child	*G - 拥有 *X 个沙袋。
objective_Gang_PunchBag_Escalated_child	*G - 拥有 *X 个沙袋。
objective_Gang_PushUpStones_child	*G - 拥有 *X 个俯卧撑石。
objective_Gang_PushUpStones_Escalated_child	*G - 拥有 *X 个俯卧撑石。
objective_Gang_RequireYard_child	*G - 拥有一个*X。
objective_Gang_RequireYard_Escalated_child	*G - 拥有一个*X。
objective_Gang_RequireLibrary_child	*G - 拥有一个*X。
objective_Gang_RequireLibrary_Escalated_child	*G - 拥有一个*X。
objective_Gang_RequireMailRoom_child	*G - 拥有一个*X。
objective_Gang_RequireMailRoom_Escalated_child	*G - 拥有一个*X。
d11_gangdemand_success	我们成功处理了这种情况，拿到了一笔钱。
d11_gangdemand_fail	确保这种情况不会再发生。
d11_gangCompensation	帮派补偿
d11_gang_goal	帮派目标：
d11_gang_jackals_goal	监狱控制
d11_gang_traits	帮派特点：
d11_gang_officer	帮派骨干：
d11_gang_territories	辖区：
d11_gang_kills	帮派谋杀：
d11_heatmap_gang	牵涉帮派：
d11_heatmap_day	发生日期：
d11_heatmap_time	发生时间：
d11_gang_event_pr.gf	帮派打斗
d11_gang_event_g.tc	辖区变动
gangSegregationMessage	选择通常允许哪些帮派进入特定区域。
interfacedeployment_GangSegregation	帮派隔离
buildtoolbar_deployment_GangSegregation	为了在一定程度上控制帮派聚集，可以将成员分配到不同的生活空间，让他们彼此远离，避免出现不必要的骚动。
research_StaffVetting	员工审查
researchtooltip_StaffVetting	降低新警卫变腐败的可能性。解锁“警卫调查”后，可借助机密线人提供的情报揪出腐败警卫。
buildtoolbar_GuardInvestigation	警卫调查
buildtoolbar_tooltip_GuardInvestigation	与机密线人和安保主管合作，共同调查警卫，揪出腐败问题。你的活跃机密线人覆盖范围越大，就能揭露越多腐败警卫。警长不能主持计划或参与行刑。
buildtoolbar_CI_requirement	至少一名机密线人
guardinvestigation_underway	警卫调查正在进行
guardinvestigation_investigated	已调查 *A/*B 名警卫
informant_investigating	调查中
crookedguard_fired_reward	腐败警卫已开除
crookedguard_advisor_onboarding	我们发现一名腐败警卫与帮派窜通。我已在“报告”窗口中的“员工”选项卡将其标出。记得把他给开除。
buildtoolbar_popup_staff_doghandler	训犬师和他们的工作犬可以在囚犯近距离经过时发现他们身上的违禁品。
buildtoolbar_popup_staff_kimber_doghandler	训犬师和他们的工作犬可以在囚犯和腐败警卫近距离经过时发现他们身上的违禁品。
d11_prisoner_replacement	囚犯替换
d11_prisoner_replacement_tooltip	囚犯人数被补充至所期望的数量，而安全级别的比率尽可能保持不变。超出规定数量的囚犯均需按照标准系统提出申请
job_cleanupobject	清理*X
interfacetopbar_tension_angrygangmembersgraffiti	+ *X 名帮派成员非常生气（涂鸦清除）
interfacetopbar_tension_angrygangmembersleadercell	+ *X 名帮派成员非常生气（头目转移至条件较差的牢房）
research_CCTVImprovement	闭路电视监控系统升级
researchtooltip_CCTVImprovement	提高闭路电视监控系统使用效率。能够看到闭路电视监控系统视线，并且能发现视野中行为不端的囚犯
d11_cctv_cone	闭路电视监控系统视线
d11_toggle_cctv_cone_detail	切换闭路电视监控系统视线
d11_left_click_to_clean	点击左键清理
d11_gang_graffiti_message	帮派会标记属于他们的地盘，在守卫己方地盘时会更加凶猛。派清洁工在安全的情况下清理混乱场面。清理标记会引起帮派成员不满，他们甚至可能伺机报复。
d11_gangBulkIntake_advisor_onboarding	监狱委员会正在将问题囚犯转移到其他管理更严格的监狱，我相信你能轻松处理这些新来的囚犯。目前我们计划每星期进行一次囚犯审查。
d11_gangBulkIntake_staffAlert	帮派成员接收囚车即将抵达
d11_gangdealer_advisor_onboarding	我们在帮派地盘发现了一名贸易商，并从他那里搜刮了一大笔钱。
d11_CI_advisor_onboarding	与机密线人合作，揪出腐败的警卫。线人会被送往警长办公室分享他们掌握的情报。确保招募几名机密线人，点击“情报”菜单上的(?)图标获取详情。
d11_LeaderAssassination_advisor_onboarding	帮派变得过于激进，他们正计划暗杀另一个帮派的头目。如果成功，他们当前的地盘便能得到扩张。
d11_GangTargetting_advisor_onboarding	帮派成员因共同价值观而聚到一起，有时他们也憎恨某些犯罪行为，因此会针对犯有此类罪行的囚犯。
d11_staffalert_title_making_move	帮派即将开展行动。
d11_staffalert_summary_making_move	我们得到情报，有帮派将要开展行动。
d11_staffalert_summary_gangdealer	发现一名贸易商，你获得500美元奖励
d11_staffalert_summary_TerritoryPlacement	此房间已被帮派占据，对于工作人员来说过于危险。立刻把他们撤出。
crisisSector_CustomSearchArea	自定义搜查区域
crisisSector_ScheduleSearch	自定义日程表
schedulesearch_menu_TargettedArea	目标区域
schedulesearch_menu_StartTime	开始时间
schedulesearch_menu_ExistingSchedule	现有日程表
schedulesearch_menu_CurrentTime	当前时间
schedulesearch_menu_CurrentFrequency	当前频率
crisisSector_UnlockedOnly	仅已解锁
schedulesearch_menu_SaveSelection	保存选择
reputation_Recruiter	招募者
reputationtooltip_Recruiter	此类囚犯如果属于某个帮派，会更有可能接收其他囚犯加入他的帮派。
reputation_Resourceful	足智多谋
reputationtooltip_Resourceful	此类囚犯会花更多时间读书，还知道违禁品藏在哪里，并且会截获违禁品交给自己的帮派。
reputation_ExGangMember	前帮派成员
reputationtooltip_ExGangMember	此类囚犯决定脱离帮派生活，但所在帮派对此十分不满。
reputation_CunninglyBrutal	阴险毒辣
reputationtooltip_CunninglyBrutal	毒蛇帮会在安保盲区袭击目标囚犯。
reputation_SneakThief	偷鸡摸狗
reputationtooltip_SneakThief	所有豺狼帮成员无论声誉如何，都会扒窃他人物品。
reputation_BattleTendency	好勇斗狠
reputationtooltip_BattleTendency	如果监狱侧翼中豺狼帮人数多于警卫，他们会对侧翼工作人员更加暴力。
reputation_DisrepectSurroundings	破坏者
